smiles,ID,docking_score
C=CCNC(=O)C[S@](=O)[C@@H](C)c1ccc(OC(F)(F)F)cc1,ZINC000285303409,-5.49089
Cc1ccccc1CS(=O)(=O)N1CC(C)=C[C@H](C)C1,ZINC000430041323,-5.4993300000000005
CNC(=O)[C@@H]1CCC[C@@H]1N/C(O)=N/[C@H](C)c1ccccn1,ZINC000330562956,-5.46093
C[C@@H](NC(=O)N1CC[C@H]2CC[C@@H](C1)S2)c1cccc(O)c1,ZINC000636778183,-5.46799
CC(C)N1CC[C@@H](N(C)S(=O)(=O)N2CCCCCC2)C1,ZINC000452093842,-5.37001
CC1(C)CCC[C@@H]1C(=O)N1CCCC[C@@H]1CCO,ZINC000228857603,-5.31024
COc1ccccc1C1(CNC(=O)[C@]2(C)CCOC2)CC1,ZINC000347713429,-5.30835
CCN(CC)C(=O)CCC(=O)Nc1ccn(C(C)C)n1,ZINC000280424458,-5.21015
C[C@H](O)C(C)(C)NC(=O)Cc1ccc2c(c1)NC(=O)C2,ZINC000330799235,-5.20855
CCOC(=O)c1cc(S(=O)(=O)NC[C@@](C)(O)C(=O)OCC)cn1C,ZINC000467071605,-5.20642
CC[C@@H](NC(=O)C(=O)N(C)C1CCCCCC1)[C@H]1CCCO1,ZINC000345945445,-5.14471
CCOC1(CNC(=O)NCC(C)(C)C(=O)OC)CCCC1,ZINC000454658859,-5.092630000000001
CCCCN(Cc1nccn1CC)[C@@H]1CCS(=O)(=O)C1,ZINC000066559205,-5.06053
CN(CC(C)(C)O)C(=O)c1cc(C2CC2)nn1-c1ccccc1,ZINC000267122471,-5.035880000000001
O=S(=O)(C[C@@H]1CCC1(F)F)N1C[C@@H]2CCC[C@H]2C1,ZINC000632093903,-5.06086
CO[C@@H]1CCCC[C@@H]1C(=O)N[C@H](C)C1CCCC1,ZINC000340345433,-5.01617
O=C(CC1CCOCC1)N1CCN(C2CC2)C(=O)C1,ZINC000336206655,-4.9185
CN(CCCC(=O)OC(C)(C)C)C(=O)/C=C/[C@H]1CCOC1,ZINC000493557347,-4.80802
CO[C@@]1(C)CCCN(C(=O)N[C@H]2C=CCCC2)C1,ZINC000335337401,-4.72295
CCN(C(=O)N[C@H](C)C[C@@H]1CCOC1)[C@H]1CCOC(C)(C)C1,ZINC000642695419,-4.68694
O=C(CCCC1CC1)N1CC[C@H]2[C@@H](C(F)(F)F)[C@H]21,ZINC000643225359,-4.60073
COCCN(CC(=O)N(C)C)C(=O)Cc1c[nH]c2cc(F)ccc12,ZINC000154141440,-4.61073
Cc1ncc(CC(=O)Nc2ccc(OC3COC3)cc2)o1,ZINC000640153575,-4.59077
CCOC(=O)[C@H](CO)NS(=O)(=O)c1cccc(OC)c1F,ZINC000594470538,-4.51965
CCSCC[C@H](C)N(C)C(=O)c1sc(C)nc1C,ZINC000075382017,-4.42016
CC[C@H](CC(=O)N1CCO[C@H](c2nn[nH]n2)C1)c1ccc(C)cc1,ZINC000364633034,-4.45629
C/C=C(\C=C\C(=O)Nc1cc([C@@H]2CCCO2)nn1C)CC,ZINC000279283922,-4.14573
CCO[C@@H]1C[C@H](N(C)c2cc(C)nc(CC)n2)C12CCC2,ZINC000342709585,-3.9392
CC(C)=CCC[C@H](C)NC(=O)c1cc(C2CC2)no1,ZINC000295568857,-4.05921
COC(=O)CCCCCNC(=O)[C@@]1(CN)CCCOC1,ZINC000602434166,-4.07292
Cn1cc(CN(CCCO)Cc2ccccn2)nn1,ZINC000347095479,-3.91142
CC[C@@H](C)CN(C)C(=O)NCc1cnn(CCOC)c1,ZINC000282858049,-3.82113
CC[C@@H]1CCC[C@@H]1CNC(=O)NC[C@@H](C)C[C@H](C)O,ZINC000458954479,-4.06985
Cc1oc(C(=O)Oc2cnn(C)c2)cc1S(=O)(=O)N1CCCC1,ZINC000179029242,-3.3614900000000003
CCOC[C@H](C)NS(=O)(=O)c1ccc(OC(C)C)c(C)c1,ZINC000494355645,-2.3370900000000003
CCO[C@@]1(C(=O)NC(C2CC2)C2CC2)CCOC1,ZINC000401626608,-2.85812
C=CCSCCNC(=O)/C=C\c1cncc(OC)c1,ZINC000492448626,-3.17508
CC[C@H](C(=O)N[C@H](COC)Cc1ccccc1)[C@H](C)O,ZINC000419906796,-3.2231
C=C(C)CN(CC)C(=O)[C@@H](C)SCCOC(C)C,ZINC000105638382,-2.07098
CC(C)N1C[C@@H](NC(=O)C(=O)Nc2nc3c(s2)CCC3)CC1=O,ZINC000559558833,-8.62382
CC(C)[C@@H]1CCN(C(=O)N[C@H]2CCN(Cc3ccccc3)C2=O)C1,ZINC000531503774,-8.08308
Cc1cc(Cl)ccc1NC(=O)[C@H](C)N1CC2(CCC2)[C@@H]2COC[C@H]21,ZINC000459657194,-7.948860000000001
CCOc1ccc(O)c(CN2CC(n3cc(C(C)(C)O)nn3)C2)c1,ZINC000378533295,-7.80572
O=C(Cc1ccc(O)c(Cl)c1)NC[C@H]1CCOC2(CCC2)C1,ZINC000633306283,-7.73302
CO[C@H](c1ccccc1F)[C@@H](C)NC(=O)c1ccc(C(N)=O)s1,ZINC000343498402,-7.707330000000001
C[C@H](Cn1cccn1)NC(=O)NC(C)(C)Cc1ccccc1Cl,ZINC000348215873,-7.6156
NC(=O)COCCNC(=O)c1cc(Cc2ccccc2)ccc1O,ZINC000136040402,-7.65177
O=C(N[C@@H]1CCC[C@H]2OCC[C@H]21)c1ccc(OC2CCCC2)nc1,ZINC000332898194,-7.615769999999999
O=C(COc1ccccc1O)NN1CCCNC1=O,ZINC000272831865,-7.57065
Cn1ccc(C(=O)NCCS(=O)(=O)c2ccc(F)cc2)cc1=O,ZINC000129359421,-7.5573
CO[C@@](C)(CNC(=O)N[C@@H]1[C@H]2CNC[C@H]21)c1ccccc1,ZINC000567597137,-7.5964
O=C(NC[C@H](CO)Cc1cccnc1)c1cccnc1O,ZINC000278576439,-7.471889999999999
C[C@H](O)C[C@@H](CNC(=O)C(=O)N[C@H]1CCSC1)c1ccccc1,ZINC000286739641,-7.47756
CCN(CC)CC(=O)N1CCN(C(=O)[C@H](O)Cc2cnn(C)c2)CC1,ZINC000468901449,-7.526289999999999
Cc1ccc(NC(=O)N2C[C@H]3COC[C@@]3(C)C2)cc1C(=O)NC(C)C,ZINC000666037377,-7.4326
C[C@H](C(=O)N(C)C)N1CCC(CC(=O)NC2CCCC2)CC1,ZINC000619888819,-7.36532
COc1ccccc1CCC(=O)N1CCN(Cc2cccnc2)CC1,ZINC000054486134,-7.327210000000001
Cn1c(CN2C[C@H]3CNC[C@H]3C2)nc2cc(C(F)(F)F)ccc21,ZINC000359462703,-7.265389999999999
O=C(NC[C@@H]1CCCN(CC2CC2)C1)c1cc(O)ccc1[N+](=O)[O-],ZINC000598557148,-7.21196
CC(C)O[C@@H](CN1CCCOC[C@H]1C)c1ccccc1,ZINC000644678410,-5.97088
COC(=O)Cc1ccc(NC(=O)C2(N)CCOCC2)cc1,ZINC000261675777,-5.98054
C#Cc1cc(F)c(NC(=O)C(=O)N[C@@H](CC)CNS(C)(=O)=O)c(F)c1,ZINC000296538952,-7.15366
Cn1cnc2c1c(=O)n(CC(=O)N[C@H]1CCCC[C@H]1C#N)c(=O)n2C,ZINC000598076121,-7.05899
NCC1(C(=O)Nc2cccc(N3CCCS3(=O)=O)c2)CCCC1,ZINC000237768685,-7.01127
CC(=O)N1CCC[C@@H]1[C@H]1CCCN1C(=O)CNC(=O)c1cccs1,ZINC000370890490,-7.04782
Cc1cc(CNC(=O)N2CCC(OC[C@@H]3CCCO3)CC2)n(C)n1,ZINC000375210288,-7.01104
COC(=O)[C@@H](C)CNC(=O)c1cc(Oc2ccccc2)ccc1O,ZINC000436537525,-6.9709
CCN(Cc1cn(C)nn1)C(=O)N[C@H]1CCO[C@H](c2ccccc2)C1,ZINC000545202050,-6.993519999999999
COC(=O)C1CCC(NCCc2ccc(OC)c(OC)c2)CC1,ZINC000192437387,-6.92616
COc1ccc(NS(=O)(=O)C[C@H]2CCCO2)cc1SC,ZINC000414390732,-6.94589
CO[C@H](CNC(=O)N1CCN(c2ccccc2C)CC1)C(C)C,ZINC000466788567,-6.93268
C[C@H](CNC(=O)C(=O)N1CC[C@@](C)(CN)C1)Oc1ccc(F)cc1,ZINC000419611860,-6.92645
N#CC[C@@H]1CC[C@H](NC(=O)N(CCc2ccccc2)[C@H]2CCOC2)C1,ZINC000562679410,-6.87903
C[C@@H]1C(=O)NCCN1C[C@@H](O)COCc1cccs1,ZINC000246287635,-6.89533
O=C(N[C@H](CO)CC1CC1)c1cnn(Cc2ccccc2Cl)c1,ZINC000678385826,-6.894010000000001
C[C@@H](NC(=O)N1CCN(c2cnn(C)c2)C(=O)C1)c1cnn(C)c1,ZINC000267634087,-6.837160000000001
CC[C@@H]1CN(C(=O)c2ccc3nc(C)sc3c2)CCN1C[C@H](C)O,ZINC000346564056,-6.8445
C[C@@H]1CN(C(=O)c2ccc(S(N)(=O)=O)nc2)[C@H]1c1ccccc1,ZINC000270801342,-6.84095
COc1ccc(C[C@H](C)CNC(=O)CNC(=O)C(C)(C)C)cc1,ZINC000089766088,-6.80243
C/C=C/C=C\C(=O)N[C@H]1CCCc2cc(C#N)ccc21,ZINC000493556970,-6.7881100000000005
CCC(CC)(CCO)NC(=O)c1cc(=O)c(OC)co1,ZINC000283145575,-6.75404
CC(C)(C)OC(=O)N1CC[C@](C)(C(=O)Nc2ccc3cc[nH]c3n2)C1,ZINC000497175648,-6.73548
COCCCN(C)CCNC(=O)N[C@@H]1CS(=O)(=O)Cc2ccccc21,ZINC000621469706,-6.7668800000000005
COC1(CO)CCN(C(=O)Nc2nc3c(s2)CCC3)CC1,ZINC000683530848,-6.769239999999999
O=C(Cn1cc(NC(=O)N2CCC[C@H](C3CC3)C2)cn1)NC1CC1,ZINC000288683531,-6.77493
Cc1noc(C)c1NC(=O)Nc1nc(C)c(C)s1,ZINC000049516674,-6.718539999999999
O=[S@]1CC[C@@H](N/C(O)=N/CCc2cccnc2)C1,ZINC000330003662,-6.73307
Cc1c(Br)cccc1CS(=O)(=O)NCCN(C)C,ZINC000655461466,-5.90878
COc1ccc2c(c1)CCN2C(=O)COc1ccc(O)cc1,ZINC000344986673,-5.94088
CCc1cccc(CNc2nccc(N3CCOCC3)n2)c1,ZINC000651463760,-5.94305
Cc1cc(C)n([C@H](C)CC(=O)N[C@H]2CCN(CC(F)F)C2)n1,ZINC000416341675,-6.68928
CS(=O)(=O)CCCC(=O)N1CC[C@H](c2cccc(Cl)c2)C1,ZINC000353149948,-6.656280000000001
CC(C)(C)NC(=O)N1CCN(C(=O)[C@@H]2CCCC(F)(F)C2)CC1,ZINC000337611066,-6.663130000000001
CC(C)c1nn(C)cc1NC(=O)N[C@H]1C[C@H](O)C1(C)C,ZINC000280649681,-6.68972
COc1cccc(OC)c1CNC(=O)NC[C@@]1(C)CCCS1,ZINC000660889212,-6.663189999999999
O=C(COCC(F)F)N[C@H]1CCCc2c(F)cccc21,ZINC000627559289,-6.6099
Cn1nccc1[C@H]1OCC[C@@H]1NC(=O)N[C@@H]1CCc2n[nH]cc2C1,ZINC000501793660,-6.60855
C[C@@H](NC(=O)CCc1nc2ccccc2[nH]1)C(=O)N(C)C,ZINC000045856639,-6.64658
COc1ccc([C@H](C)NC(=O)N2CC[C@H](n3cc(C)cn3)C2)cc1F,ZINC000368177367,-6.57734
Cn1cc(NC(=O)N2CC[C@@](C)(C(N)=O)C2)c(-c2ccccn2)n1,ZINC000684692274,-6.54199
O=C(NCc1cccc(O)c1)N1CC[C@](O)(c2c[nH]nn2)C1,ZINC000286380101,-6.52337
CCOc1cccc(CCN[C@@H](C)c2cnc(C)nc2C)c1,ZINC000090578031,-6.514480000000001
O=C(N[C@]1(C(F)(F)F)CCOC1)c1cc(OCC(F)F)ccn1,ZINC000344944609,-6.49239
Cc1ncc(CN2CCN([C@H]3CC[C@@H](C#N)C3)CC2)s1,ZINC000292997747,-6.4173
CCOC(=O)c1cc(NC(=O)N2CC[C@H](C)C(F)(F)C2)cn1C,ZINC000494767770,-6.41196
CC[C@](COC)(NC(=O)c1cccc2c1OCCO2)C(=O)OC,ZINC000457257237,-6.41689
CCC[C@@H]1CN(C(=O)Nc2ccccc2OCC2CC2)CCO1,ZINC000089219906,-6.44135
C[C@H](OC(=O)CCCS(C)(=O)=O)c1nc2ccccc2n1C(F)F,ZINC000108679879,-6.37603
CCN(CC(=O)NCC1([S@@](C)=O)CCC1)C1CC1,ZINC000438115770,-6.38974
CCC[C@H](C)N1C[C@H](C(=O)N2CCNC[C@@H]2c2ccccc2)CC1=O,ZINC000423991591,-6.363119999999999
CC(C)OC(=O)[C@@H](NC(=O)C[C@H](C)c1cnn(C)c1)C(C)C,ZINC000412372927,-6.34691
C[C@H](C(=O)Nc1ccc(Cl)cc1)N(c1cccc(F)c1)S(C)(=O)=O,ZINC000220465159,-6.29524
Cc1nc(COC(C)(C)C)oc1C(=O)NC[C@@H](C)CN1CCCC1,ZINC000572607316,-5.89882
CCN(C)C[C@@H]1CCN(C(=O)N[C@@H]2[C@@H]3CCCO[C@H]3C2(C)C)C1,ZINC000362354339,-6.26882
CN1C(=O)CC[C@@H](C(=O)NC[C@H]2CCC[C@@H]2O)[C@@H]1c1ccccc1,ZINC000457343969,-6.2541400000000005
O=C1NC2(CCC2)C(=O)N1CCO[C@H]1CC1(F)F,ZINC000656837247,-6.2101
CCOCCOCc1nc([C@@H](NC(=O)c2ccccc2)C(C)C)no1,ZINC000347296027,-6.209919999999999
C[C@@H]1CCCC[C@H]1N(C)C(=O)CN1CCN(C)CC1(C)C,ZINC000335938897,-6.23417
Cc1ccc(C(=O)N2CC[C@H](O)[C@H](CO)C2)c(F)c1F,ZINC000633440204,-6.15644
CNC(=O)CN1CCC(NC(=O)CCS(=O)(=O)C2CCCC2)CC1,ZINC000048105954,-6.17034
CO[C@H](C(=O)N[C@H](c1ncon1)C(C)C)c1ccc(O)cc1,ZINC000355265738,-6.19204
CC[C@H](Oc1ccccc1Cl)C(=O)N1CC[C@@H](NS(C)(=O)=O)C1,ZINC000176412883,-6.1838
C[C@H](NC(=O)[C@@H]1CCCO1)c1ccc(CNC(=O)[C@@H]2CCCO2)cc1,ZINC000184752460,-6.18759
CN(C)[C@@H]1CCCN(S(=O)(=O)NC2CCCC2)CC1,ZINC000377882466,-6.08775
CC(C)(C)c1n[nH]cc1CNCC[C@@]1(C)CC1(F)F,ZINC000657671159,-6.075419999999999
Cc1ccc(C)c(NC(=O)C(=O)N2C[C@H](F)C[C@H]2C(N)=O)c1,ZINC000287730827,-6.08144
CNCCN(C)C(=O)C1(c2cccc(Br)c2)CCCC1,ZINC000237263025,-6.11024
COC(C)(C)C[C@@H](C)NC(=O)Nc1ccc(Br)c(C)n1,ZINC000162595999,-6.07855
CCN(C(=O)/C=C/Sc1cc(F)ccc1F)[C@@H](C)CS(C)(=O)=O,ZINC000280734507,-6.0717300000000005
COC(=O)C[C@H](NC(C)=O)C(=O)N[C@@H]1CC(=O)N(C(C)C)C1=O,ZINC000590445968,-6.06744
Cn1c(S)nnc1CCNC(=O)Cn1cnc(-c2ccccc2)n1,ZINC000132557816,-6.04855
CC(C)n1cc(C2=CCCN(C(=O)CCNS(C)(=O)=O)CC2)nn1,ZINC000655127717,-6.00281
CC(C)c1cc(=NC(=O)C(=O)N[C@@H](C)C[C@@H](C)N)[nH]o1,ZINC000647494490,-5.99308
CCC(=O)[C@@H]1CCCCN1C(=O)c1cn(C)nn1,ZINC000291784609,-6.02524
CC1([C@H]2CCCN(c3ccc4ccc(F)cc4n3)C2)OCCO1,ZINC000273207913,-5.97595
C[C@@H](NC(=O)N(CCO)C1CC1)c1cccc(OC(F)(F)F)c1,ZINC000175637862,-5.97989
CN(C)c1ccnc(C(=O)N2CCN3C(=O)CC[C@H]3C2)c1,ZINC000346326135,-5.96055
CCS(=O)(=O)N1CCCC[C@H]1Cc1ccccc1F,ZINC000651864814,-5.95477
Cc1ccccc1CN1CC[C@@](C(=O)O)(C(C)C)C1,ZINC000232753644,-5.9505
Cc1nc([C@H]2CCCCCN2C(=O)C2Cc3ccccc3C2)no1,ZINC000572692934,-5.90165
C=CCN1CCC(NC(=O)NCCN2CCN(C)C(C)(C)C2)CC1,ZINC000440981931,-5.92939
COc1ccc(CN2C[C@@H](C)OC[C@@H]2C)cc1O,ZINC000217779062,-5.85531
COc1ccc(CNc2ncnn2C(C)(C)C)cc1[N+](=O)[O-],ZINC000282312408,-5.81118
CC(C)[C@@H]1CN(c2ccc(C#N)c([N+](=O)[O-])c2)CCCO1,ZINC000293899720,-5.8491800000000005
CC[C@@H](C)N(CC(=O)OC)C(=O)c1ccn(Cc2ccccc2)c1,ZINC000341526229,-5.77758
O=S(=O)(CCCCS(=O)(=O)N1CCCOCC1)Nc1cnc[nH]1,ZINC000656386202,-5.72122
CCCNC(=O)Nc1ccc(CC(=O)N[C@@H]2CCCOC2)cc1,ZINC000357871918,-5.73824
COC(=O)c1ccc(C(=O)N2CCC[C@H](n3cc(C)cn3)C2)c(F)c1,ZINC000356320761,-5.72178
CC[C@@H]1CN(C(=O)CC[C@H]2CCCO2)CCN1CC(F)F,ZINC000346257121,-5.68633
CCOC1CC(CCN2C(=O)CN(C(C)C)C2=O)C1,ZINC000432231266,-5.6497
CC(C)(C)OC(=O)N1CCC(C(=O)N2CC(CF)C2)CC1,ZINC000497271504,-5.63799
C[C@H](C[S@@](C)=O)N(C)C(=O)Nc1cccc(C(=O)c2ccccc2)c1,ZINC000159770978,-5.66023
CC(C)CCn1ccc(NC(=O)CS(=O)(=O)N(C)C)n1,ZINC000330828338,-5.598730000000001
CCCCOCC(=O)Nc1sc(CC)cc1C(=O)OCC,ZINC000347658378,-5.57599
O=C1Nc2ccc([N+](=O)[O-])cc2[C@@]1(O)N1CCOCC1,ZINC000004155881,-5.59607
CCC[C@@H](NC(N)=O)C(=O)NCc1cc(Br)ccc1C,ZINC000188220414,-5.58967
C[C@H]1CN2CCCC[C@@H]2CN1S(=O)(=O)CCCC(F)(F)F,ZINC000367966458,-5.59231
CCCNC(=O)CNC(=O)N1C[C@@H]2C[C@H]1CS2,ZINC000562650696,-5.56806
COCCN1CCN(C(=O)C(=O)N2C[C@@H](C)CCC[C@H]2C)CC1,ZINC000410675495,-5.56804
CCOc1c(F)cccc1C(=O)N1CCO[C@@](C)(c2cnn(C)c2)C1,ZINC000127584393,-5.53496
C=CCN(C(=O)c1sc2ncccc2c1Cl)[C@H]1CCS(=O)(=O)C1,ZINC000528115979,-5.54946
CCc1ccc(N(CC)C(=O)Cn2cc(C#N)c3ccccc32)cc1,ZINC000051319128,-5.562869999999999
CC[C@@H](NC(=O)N1CCOCC2(CC2)C1)c1ccc(C)cc1,ZINC000360498215,-5.48826
CCc1nc(CN2C[C@@H](C)[C@H](C(=O)N3CCOCC3)C2)no1,ZINC000375498319,-5.50117
CC[C@H](C)CNC(=O)N1CCCC[C@@H]1[C@H]1CNC(=O)C1,ZINC000422223691,-5.43166
O=S(=O)(c1cccc(Cl)c1)N1CCN(c2cnccn2)CC1,ZINC000141575068,-5.41173
CN(CC(=O)N1CCC[C@H]1c1ccc(O)nn1)C(=O)C1CC1,ZINC000530075553,-5.380380000000001
COc1ccncc1CN1CC[C@@H](OC(C)C)C1,ZINC000567790292,-5.77787
COC(=O)c1ccc(CCNC(=O)N2CCN[C@H](C)[C@@H]2C)c(OC)c1,ZINC000418217456,-5.30202
C[C@H]1[C@@H](NC(=O)c2cccc(Oc3cnccn3)c2)CCS1(=O)=O,ZINC000294835854,-5.30605
O=C(c1ccc(-n2cccc2)cc1)N(C1CC1)[C@H]1CCS(=O)(=O)C1,ZINC000073701413,-5.2816
C[C@@H](NC(=O)N1CCO[C@H](C2CCC2)C1)C1CCOCC1,ZINC000334041862,-5.3082
CCOC(=O)c1ccnc(N2CCc3cccc(F)c32)c1[N+](=O)[O-],ZINC000493852487,-5.23263
C=CCn1c(COCC)nnc1N1CC[C@@H](Cn2ccnn2)C1,ZINC000669058423,-5.19339
Cn1cc(S(=O)(=O)N[C@@H]2COc3ccccc32)c(C(F)(F)F)n1,ZINC000338880424,-5.1559800000000005
Cc1ccc([C@H](CNC(=O)[C@@H]2CC23CCOCC3)N2CCCC2)o1,ZINC000377976182,-5.18005
C[C@@H](CO[C@H]1CCOC1)NC(=O)N(CC(C)(C)O)C1CC1,ZINC000187493020,-5.15094
CNS(=O)(=O)c1cccc(-c2noc(/C=C\C3CCOCC3)n2)c1,ZINC000545707002,-5.13145
Cc1oc(-c2ccsc2)nc1CC(=O)NC(C)(C)CF,ZINC000354419099,-5.03504
CCc1ccsc1C(=O)N1C[C@H](COC)O[C@@H](C)C1,ZINC000188165203,-5.05707
C[C@@H]1CCN(Cc2ccnn2C2CCCC2)CC[S@@]1=O,ZINC000336209853,-4.97564
C=C[C@](C)(O)CC(=O)N1C[C@@H]2[C@H](C1)OCCN2C,ZINC000356942454,-4.91611
COc1ccccc1[C@@H](CO)NC(=O)CCC1CCCC1,ZINC000538887235,-4.90878
CC(=O)N1CC[C@@H](C(=O)NCCCNC(=O)C2CCC2)C1,ZINC000487804876,-4.9112800000000005
CCc1nc([C@@H]2CCCN2C(=O)C(=O)N2CCCC2)no1,ZINC000659212349,-4.88036
CCCN(CC(F)(F)F)C(=O)CN1CCn2cnnc2[C@H]1C,ZINC000625368358,-4.86346
C[C@H]1C[C@@H](Nc2ncccc2S(=O)(=O)N2CCCCC2)CCO1,ZINC000354717764,-4.78829
O=C(NC1(c2cccc(F)c2)CCOCC1)[C@H]1CCCO1,ZINC000076067374,-4.67088
COc1cc(CC(=O)N2C[C@H](C)O[C@]3(CCO[C@H]3C)C2)ccc1C,ZINC000279518204,-4.70885
COC(=O)[C@@H]1CSCN1C(=O)c1ccccn1,ZINC000619574955,-4.74104
COc1cnc(C(=O)N2CCC[C@@H]2[C@H]2CCCC2=O)nc1,ZINC000551922472,-4.78395
C[C@H](c1ccccc1)N(C(=O)c1nccn2ccnc12)C1CC1,ZINC000266816181,-4.62708
COc1ccccc1S(=O)(=O)N[C@@H]1C[C@H]2C[C@H]2C1,ZINC000335080714,-4.415369999999999
O=S1(=O)CCC[C@H](NCC[C@H](O)C(F)F)C1,ZINC000631704821,-5.74802
Cc1cccc(C2(CNC(=O)[C@@H](C)[C@H](C)S(C)(=O)=O)CCCC2)c1,ZINC000469660030,-4.24717
CC(C)(C)OC(=O)CCNC(=O)N1C[C@H](O)C[C@@H]1C1CC1,ZINC000602270202,-4.320530000000001
CCN(C(=O)[C@H]1C[C@H]1c1ccc(C(C)C)cc1)[C@@H](C)CO,ZINC000293905571,-4.2895
CCCN(CC(=O)NC)C(=O)Cc1cc(C)ccc1C,ZINC000263934212,-4.17185
C/C=C/c1ccc(NC(=O)NC[C@H](CCC)CCO)cc1,ZINC000497371883,-4.29379
CS[C@H](C)CCC(=O)N[C@@H](c1cccnc1)C1CC1,ZINC000358707128,-4.2787
C=CCCN(C)C(=O)c1cnc(SC)n1-c1ccccc1,ZINC000344263033,-3.97417
C[C@H](C(=O)N1CCCN(CC(F)(F)F)CC1)N1CCOCC1,ZINC000339695558,-4.00836
COC(=O)c1ncsc1S(=O)(=O)N[C@@](C)(C(=O)OC)C1CC1,ZINC000547323136,-3.86299
CCc1ccc([C@@H](C)NC(=O)C[C@H](C)COC)cc1,ZINC000445642757,-3.96951
CCCc1ccc(Cl)c(S(=O)(=O)N2CCC[C@H]2Cn2ccnn2)c1,ZINC000556673227,-3.40904
COC(=O)CCCC(=O)NC[C@H]1CCC[C@H](CO)C1,ZINC000360650657,-3.30114
COCC[C@H](CO)NC(=O)[C@@H]1CCCN(C(=O)OC)C1,ZINC000495341725,-3.70944
CC(=O)CSCC(=O)N[C@@H](C)C[C@@H]1CCOC1,ZINC000618675446,-3.6883
COCCCn1cc(C(=O)NC2CN(C(C)=O)C2)cn1,ZINC000528653726,-3.77636
COC(=O)C(C)(C)N(C)C(=O)c1cc(OC)c(OC)cc1Cl,ZINC000338209538,-3.79686
CCOCC1(c2nc(C(C3CCC3)C3CCC3)no2)CC1,ZINC000347241932,-3.0203
CN(C)C(=O)N[C@@H]1CCCN(Cc2cc(O)cc(F)c2)C1,ZINC000334683405,-8.84758
O=C1CCCN1C[C@@H](O)CNCCC1CC(F)(F)C1,ZINC000644666631,-8.448780000000001
NC(=O)c1cccc(NC(=O)COC/C=C\c2ccccc2)c1,ZINC000357462651,-8.59324
COc1ccc2c(c1)CCC[C@@H]2NC(=O)N[C@H](C)CN1CCCC1=O,ZINC000299344000,-8.04172
CCc1nn(C)c(Cl)c1CN1CCN(Cc2ccc(F)cn2)CC1,ZINC000276361875,-8.08882
O=C(Nc1cc(C(F)(F)F)cnc1O)N1CCC(OCC2CC2)CC1,ZINC000377923992,-7.865989999999999
CO[C@H](C)CNC[C@@H](O)CO[C@@H]1CCCc2ccccc21,ZINC000656706876,-5.70975
CC[C@H](NC[C@H]1CCC[C@@H](C(F)(F)F)C1)C(C)C,ZINC000483312955,-5.7028
O=C(COc1ccc(CO)cc1)N(Cc1ccc(O)cc1)CC1CC1,ZINC000612623007,-7.702739999999999
Cc1ccc(S(=O)(=O)CCCN2CC[C@@H](n3ccnn3)C2)cc1,ZINC000639709500,-7.68208
CCO[C@H](CNC(=O)N1CCN([C@H]2CCOC2)CC1)c1ccccc1,ZINC000661073900,-7.563439999999999
O=C(C[C@H]1C=CCCC1)N1CCN(Cc2cccc(F)c2)C(=O)C1,ZINC000189194518,-7.486789999999999
CC[C@@H]1C[C@@H](C)CN1C(=O)NC(c1nccn1C)c1nccn1C,ZINC000528155167,-7.45029
COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)c1ccn(C2CCCCC2)n1,ZINC000350703717,-7.401489999999999
CC(C)n1cnnc1CNC(=O)CCCOCc1ccccc1,ZINC000112292670,-7.426239999999999
CCOc1ccc([N+](=O)[O-])cc1NC(=O)NC[C@](C)(CC)OC,ZINC000455356301,-7.408519999999999
Cn1ccnc1CN1C[C@H](F)C[C@H]1CNC(=O)Cn1cccn1,ZINC000351614964,-7.40178
Cc1cc(Br)ccc1CN1C[C@H]2CNC[C@H]2C1,ZINC000359472395,-7.36396
CCN(C)C(=O)[C@@H](NC(=O)Nc1ccccc1C(F)F)C(C)C,ZINC000425699313,-7.327000000000001
Cc1nc(CNCc2nnn(C(C)(C)C)n2)nc2ccccc12,ZINC000657342547,-7.279
Cc1nn(CC(=O)OC(C)C)c(C)c1CN[C@H](CO)[C@@H]1CCCO1,ZINC000448274632,-7.124569999999999
C[C@H]1CCCC[C@@H]1NC(=O)c1ccn(C)c1C1CCC1,ZINC000338500491,-7.1566600000000005
CC(C)(C)NC(=O)CN1CCC[C@H](c2ccc([N+](=O)[O-])cc2)C1,ZINC000451544015,-5.629169999999999
C=CC[C@@H](C)NCc1cc(OC)c(O)c(OC)c1,ZINC000162628419,-5.62734
NS(=O)(=O)C[C@@H]1CCCN1Cc1cscc1Cl,ZINC000678268361,-7.0095
CCN1CCN(C(=O)C(=O)N[C@@H]2C[C@@H](OC(C)C)C2(C)C)CC1=O,ZINC000346748058,-7.01993
CN(C)CCN(C[C@@H]1CCCO1)C(=O)NC[C@@H]1CCCCN1,ZINC000634258279,-6.97998
CSc1ccc(C(=O)Nc2c[nH]ccc2=O)cc1[N+](=O)[O-],ZINC000603889816,-6.963489999999999
CC(C)[C@H](C)NC(=O)C1CCN(C(=O)NCC2CCCC2)CC1,ZINC000510121464,-6.862589999999999
O=C(NCCN1C(=O)CCCC1=O)c1cnc2n1CCCC2,ZINC000562311996,-6.78857
C[C@H]1C[C@@H](CN)CN1C(=O)Nc1ccccc1C(C)(F)F,ZINC000335194225,-6.74337
